Region,Category,State,Brand,Store,Order Type,Payment Method,Time,Total Orders,Gross Sales,Discount Amount,Disc Percent,Net Sales,COGS,Gross Margin Amount,Gross Margin %,Net Margin Amount,Net Margin %,Avg Order to Req Days,Avg Order to Delivery Days,Avg Order Value
West,Mobile Phones,Maharashtra,Huawei,Aurangabad,Website,Gift Coupons,Dec-2012,1.0,5650.0,1186.5,21.0,4464.0,5028.5,621.5,11.0,-565.0,-12.656810035842295,7.0,7.0,5650.0
West,Mobile Phones,Maharashtra,Huawei,Kolhapur,Website,Cash on Delivery,Nov-2012,1.0,14925.0,3134.25,21.0,11791.0,13731.0,1194.0,8.0,-1940.3,-16.455771351030446,4.0,10.0,14925.0
West,Mobile Phones,Maharashtra,Huawei,Mumbai,Contact Center,Debit Card,Mar-2012,1.0,3500.0,385.0,11.0,3115.0,3080.0,420.0,12.0,35.0,1.1235955056179776,1.0,1.0,3500.0
West,Mobile Phones,Maharashtra,Huawei,Nagpur,Contact Center,Cash on Delivery,Feb-2012,1.0,4975.0,1144.25,23.0,3831.0,4577.0,398.0,8.0,-746.3,-19.48055338031845,1.0,3.0,4975.0
West,Mobile Phones,Maharashtra,Huawei,Nasik,Contact Center,Net Banking,Feb-2012,1.0,5650.0,1356.0,24.0,4294.0,5028.5,621.5,11.0,-734.5,-17.105263157894736,5.0,8.0,5650.0
West,Mobile Phones,Maharashtra,iBall,Mumbai,Contact Center,Cash on Delivery,Aug-2012,1.0,4350.0,1087.5,25.0,3263.0,4002.0,348.0,8.0,-739.5,-22.663193380324852,1.0,4.0,4350.0
West,Mobile Phones,Maharashtra,iBall,Mumbai,Contact Center,Cash on Delivery,Oct-2012,1.0,4565.0,958.65,21.0,3606.0,4108.5,456.5,10.0,-502.2,-13.926788685524127,9.0,14.0,4565.0
West,Mobile Phones,Maharashtra,iBall,Mumbai,Contact Center,Debit Card,Mar-2012,1.0,3487.0,453.31,13.0,3034.0,3208.0,279.0,8.001147117866362,-174.4,-5.748187211601846,10.0,13.0,3487.0
West,Mobile Phones,Maharashtra,iBall,Mumbai,Contact Center,Debit Card,Nov-2012,1.0,4565.0,1049.95,23.0,3515.0,4108.5,456.5,10.0,-593.5,-16.884779516358464,4.0,5.0,4565.0
West,Mobile Phones,Maharashtra,iBall,Mumbai,Website,Credit Card EMI,Apr-2012,1.0,17635.0,3703.35,21.0,13932.0,15871.5,1763.5,10.0,-1939.9,-13.924059718633364,4.0,7.0,17635.0
West,Mobile Phones,Maharashtra,iBall,Mumbai,Website,Credit Card EMI,May-2012,1.0,17635.0,3703.35,21.0,13932.0,15518.8,2116.2,12.0,-1587.2,-11.392477749066897,7.0,7.0,17635.0
West,Mobile Phones,Maharashtra,iBall,Mumbai,Website,Debit Card,May-2012,1.0,6700.0,1675.0,25.0,5025.0,6030.0,670.0,10.0,-1005.0,-20.0,4.0,9.0,6700.0
West,Mobile Phones,Maharashtra,iBall,Nagpur,Contact Center,Credit Card,Oct-2012,1.0,6700.0,1407.0,21.0,5293.0,5762.0,938.0,14.000000000000002,-469.0,-8.860759493670885,1.0,1.0,6700.0
West,Mobile Phones,Maharashtra,iBall,Pune,Catalogue,Gift Coupons,Mar-2012,1.0,3500.0,735.0,21.0,2765.0,3185.0,315.0,9.0,-420.0,-15.18987341772152,4.0,7.0,3500.0
West,Mobile Phones,Maharashtra,iBall,Pune,Catalogue,Net Banking,Sep-2012,1.0,3487.0,732.27,21.0,2755.0,2964.0,523.1,15.001433897332953,-209.2,-7.593466424682395,1.0,5.0,3487.0
West,Mobile Phones,Maharashtra,iBall,Pune,Contact Center,Credit Card EMI,Mar-2012,1.0,8455.0,2959.25,35.0,5496.0,7186.8,1268.3,15.000591366055588,-1691.0,-30.767831149927222,1.0,10.0,8455.0
West,Mobile Phones,Maharashtra,iBall,Pune,Website,Credit Card,Oct-2012,1.0,9645.0,2025.45,21.0,7620.0,8680.5,964.5,10.0,-1061.0,-13.923884514435695,1.0,11.0,9645.0
West,Mobile Phones,Maharashtra,iBall,Pune,Website,Credit Card EMI,Nov-2012,1.0,9645.0,3086.4,32.0,6559.0,8680.5,964.5,10.0,-2121.9,-32.350968135386495,5.0,5.0,9645.0
West,Mobile Phones,Maharashtra,iBall,Pune,Website,Gift Coupons,Feb-2012,1.0,3487.0,802.01,23.0,2685.0,3208.0,279.0,8.001147117866362,-523.1,-19.482309124767227,7.0,8.0,3487.0
West,Mobile Phones,Maharashtra,iBall,Pune,Website,Net Banking,Aug-2012,1.0,3487.0,1115.84,32.0,2371.0,3208.0,279.0,8.001147117866362,-836.9,-35.29734289329397,4.0,4.0,3487.0
West,Mobile Phones,Maharashtra,iBall,Thane,Catalogue,Credit Card EMI,Feb-2012,1.0,7000.0,1470.0,21.0,5530.0,6300.0,700.0,10.0,-770.0,-13.924050632911392,4.0,7.0,7000.0
West,Mobile Phones,Maharashtra,Karbon,Aurangabad,Contact Center,Cash on Delivery,Dec-2012,1.0,4350.0,913.5,21.0,3437.0,3915.0,435.0,10.0,-478.5,-13.922025021821355,5.0,8.0,4350.0
West,Mobile Phones,Maharashtra,Karbon,Kolhapur,Catalogue,Credit Card EMI,Mar-2012,1.0,5600.0,336.0,6.0,5264.0,4984.0,616.0,11.0,280.0,5.319148936170213,4.0,6.0,5600.0
West,Mobile Phones,Maharashtra,Karbon,Kolhapur,Contact Center,Credit Card,Apr-2012,1.0,12498.0,3124.5,25.0,9374.0,10998.2,1499.8,12.000320051208192,-1624.7,-17.33198207808833,9.0,9.0,12498.0
West,Mobile Phones,Maharashtra,Karbon,Kolhapur,Website,Debit Card,Sep-2012,1.0,7499.0,899.88,12.0,6599.0,6974.1,524.9,6.999599946659554,-375.0,-5.682679193817245,7.0,7.0,7499.0
West,Mobile Phones,Maharashtra,Karbon,Mumbai,Catalogue,Cash on Delivery,Feb-2012,1.0,7799.0,1871.76,24.0,5927.0,6629.2,1169.9,15.000641107834339,-701.9,-11.842416062088747,4.0,9.0,7799.0
West,Mobile Phones,Maharashtra,Karbon,Mumbai,Others,Debit Card,Jul-2012,1.0,6879.0,825.48,12.0,6054.0,6191.1,687.9,10.0,-137.6,-2.272877436405682,1.0,2.0,6879.0
West,Mobile Phones,Maharashtra,Karbon,Nagpur,Catalogue,Gift Coupons,Sep-2012,1.0,3499.0,734.79,21.0,2764.0,3149.1,349.9,10.0,-384.9,-13.925470332850939,7.0,10.0,3499.0
West,Mobile Phones,Maharashtra,Karbon,Nasik,Catalogue,Debit Card,Oct-2012,1.0,3640.0,873.6,24.0,2766.0,3312.4,327.6,9.000000000000002,-546.0,-19.739696312364423,5.0,6.0,3640.0
West,Mobile Phones,Maharashtra,Karbon,Nasik,Catalogue,Net Banking,Mar-2012,1.0,4999.0,349.93,7.000000000000001,4649.0,4249.2,749.9,15.001000200040007,399.9,8.601849860184986,7.0,16.0,4999.0
West,Mobile Phones,Maharashtra,Karbon,Nasik,Contact Center,Credit Card,Sep-2012,1.0,4350.0,522.0,12.0,3828.0,3828.0,522.0,12.0,0.0,0.0,1.0,5.0,4350.0
West,Mobile Phones,Maharashtra,Karbon,Pune,Catalogue,Cash on Delivery,Nov-2012,1.0,3499.0,734.79,21.0,2764.0,3114.1,384.9,11.000285795941696,-349.9,-12.659189580318378,6.0,12.0,3499.0
West,Mobile Phones,Maharashtra,Karbon,Pune,Catalogue,Credit Card EMI,Dec-2012,1.0,6879.0,1719.75,25.0,5159.0,6191.1,687.9,10.0,-1031.9,-20.001938360147317,1.0,10.0,6879.0
West,Mobile Phones,Maharashtra,Karbon,Pune,Contact Center,Credit Card,Jun-2012,1.0,6879.0,1444.59,21.0,5434.0,6191.1,687.9,10.0,-756.7,-13.925285241074716,1.0,7.0,6879.0
West,Mobile Phones,Maharashtra,Karbon,Pune,Contact Center,Net Banking,Sep-2012,1.0,4999.0,1049.79,21.0,3949.0,4549.1,449.9,8.999799959991998,-599.9,-15.191187642441124,1.0,6.0,4999.0
West,Mobile Phones,Maharashtra,Karbon,Pune,Website,Credit Card EMI,Apr-2012,1.0,6799.0,1427.79,21.0,5371.0,6187.1,611.9,8.999852919546992,-815.9,-15.19083969465649,7.0,17.0,6799.0
West,Mobile Phones,Maharashtra,Karbon,Pune,Website,Debit Card,Sep-2012,1.0,4500.0,540.0,12.0,3960.0,3825.0,675.0,15.0,135.0,3.4090909090909087,7.0,16.0,4500.0
West,Mobile Phones,Maharashtra,Karbon,Thane,Catalogue,Cash on Delivery,Oct-2012,1.0,4500.0,945.0,21.0,3555.0,4185.0,315.0,7.000000000000001,-630.0,-17.72151898734177,4.0,4.0,4500.0
West,Mobile Phones,Maharashtra,Karbon,Thane,Contact Center,Credit Card EMI,Mar-2012,1.0,6249.0,374.94,6.0,5874.0,5374.1,874.9,14.000640102416387,499.9,8.510384746339803,4.0,6.0,6249.0
West,Mobile Phones,Maharashtra,Karbon,Thane,Contact Center,Debit Card,Sep-2012,1.0,4499.0,1034.77,23.0,3464.0,4004.1,494.9,11.000222271615915,-539.9,-15.586027713625866,1.0,3.0,4499.0
West,Mobile Phones,Maharashtra,Lava,Aurangabad,Contact Center,Gift Coupons,Mar-2012,1.0,9300.0,1116.0,12.0,8184.0,8463.0,837.0,9.0,-279.0,-3.4090909090909087,4.0,14.0,9300.0
West,Mobile Phones,Maharashtra,Lava,Kolhapur,Contact Center,Gift Coupons,Sep-2012,1.0,7999.0,1679.79,21.0,6319.0,6799.2,1199.9,15.00062507813477,-479.9,-7.594556100648836,9.0,11.0,7999.0
West,Mobile Phones,Maharashtra,Lava,Mumbai,Contact Center,Credit Card,Feb-2012,1.0,4650.0,279.0,6.0,4371.0,4231.5,418.5,9.0,139.5,3.1914893617021276,10.0,13.0,4650.0
West,Mobile Phones,Maharashtra,Lava,Mumbai,Website,Debit Card,Jun-2012,1.0,10540.0,2635.0,25.0,7905.0,9486.0,1054.0,10.0,-1581.0,-20.0,1.0,10.0,10540.0
West,Mobile Phones,Maharashtra,Lava,Nagpur,Others,Net Banking,Jul-2012,1.0,5200.0,1248.0,24.0,3952.0,4680.0,520.0,10.0,-728.0,-18.421052631578945,4.0,4.0,5200.0
West,Mobile Phones,Maharashtra,Lava,Nasik,Contact Center,Credit Card EMI,Jul-2012,1.0,6300.0,1323.0,21.0,4977.0,5355.0,945.0,15.0,-378.0,-7.59493670886076,9.0,9.0,6300.0
West,Mobile Phones,Maharashtra,Lava,Pune,Website,Gift Coupons,Jan-2012,1.0,10540.0,843.2,8.0,9697.0,9486.0,1054.0,10.0,210.8,2.1738682066618544,1.0,3.0,10540.0
West,Mobile Phones,Maharashtra,Lava,Thane,Contact Center,Credit Card,Aug-2012,1.0,7400.0,1850.0,25.0,5550.0,6364.0,1036.0,14.000000000000002,-814.0,-14.666666666666666,10.0,12.0,7400.0
West,Mobile Phones,Maharashtra,Nokia,Aurangabad,Catalogue,Credit Card,May-2012,1.0,18990.0,3987.9,21.0,15002.0,16711.2,2278.8,12.000000000000002,-1709.1,-11.392481002532994,1.0,1.0,18990.0
West,Mobile Phones,Maharashtra,Nokia,Kolhapur,Contact Center,Gift Coupons,May-2012,1.0,6999.0,979.86,14.000000000000002,6019.0,6299.1,699.9,10.0,-280.0,-4.651935537464695,1.0,1.0,6999.0
West,Mobile Phones,Maharashtra,Nokia,Kolhapur,Website,Cash on Delivery,Feb-2012,1.0,9650.0,772.0,8.0,8878.0,8202.5,1447.5,15.0,675.5,7.608695652173914,9.0,11.0,9650.0
West,Mobile Phones,Maharashtra,Nokia,Mumbai,Catalogue,Credit Card,May-2012,1.0,12490.0,2622.9,21.0,9867.0,11116.1,1373.9,11.0,-1249.0,-12.658356136617005,4.0,10.0,12490.0
West,Mobile Phones,Maharashtra,Nokia,Mumbai,Contact Center,Credit Card,Jul-2012,1.0,20990.0,2518.8,12.0,18471.0,19310.8,1679.2,8.0,-839.6,-4.545503762654972,1.0,2.0,20990.0
West,Mobile Phones,Maharashtra,Nokia,Mumbai,Contact Center,Gift Coupons,Sep-2012,1.0,20990.0,4407.9,21.0,16582.0,18891.0,2099.0,10.0,-2308.9,-13.92413460378724,5.0,10.0,20990.0
West,Mobile Phones,Maharashtra,Nokia,Mumbai,Contact Center,Net Banking,Jan-2012,1.0,18990.0,2278.8,12.0,16711.0,17280.9,1709.1,9.0,-569.7,-3.4091317096523253,9.0,12.0,18990.0
West,Mobile Phones,Maharashtra,Nokia,Mumbai,Website,Gift Coupons,Feb-2012,1.0,18990.0,2278.8,12.0,16711.0,17280.9,1709.1,9.0,-569.7,-3.4091317096523253,7.0,7.0,18990.0
West,Mobile Phones,Maharashtra,Nokia,Mumbai,Website,Gift Coupons,Aug-2012,1.0,9650.0,2026.5,21.0,7624.0,8878.0,772.0,8.0,-1254.5,-16.454616998950684,4.0,5.0,9650.0
West,Mobile Phones,Maharashtra,Nokia,Nagpur,Contact Center,Debit Card,Dec-2012,1.0,6999.0,1469.79,21.0,5529.0,6299.1,699.9,10.0,-769.9,-13.924760354494484,1.0,6.0,6999.0
West,Mobile Phones,Maharashtra,Nokia,Nasik,Website,Cash on Delivery,Dec-2012,1.0,7560.0,1587.6,21.0,5972.0,6426.0,1134.0,15.0,-453.6,-7.595445411922304,1.0,9.0,7560.0
West,Mobile Phones,Maharashtra,Nokia,Pune,Catalogue,Cash on Delivery,Jun-2012,1.0,12490.0,2872.7,23.0,9617.0,11116.1,1373.9,11.0,-1498.8,-15.584901736508266,6.0,9.0,12490.0
West,Mobile Phones,Maharashtra,Nokia,Pune,Contact Center,Cash on Delivery,Oct-2012,1.0,12490.0,2622.9,21.0,9867.0,11116.1,1373.9,11.0,-1249.0,-12.658356136617005,1.0,11.0,12490.0
West,Mobile Phones,Maharashtra,Nokia,Pune,Contact Center,Net Banking,Jan-2012,1.0,12490.0,3122.5,25.0,9368.0,11116.1,1373.9,11.0,-1748.6,-18.665670367207515,10.0,14.0,12490.0
West,Mobile Phones,Maharashtra,Nokia,Pune,Others,Net Banking,May-2012,1.0,20990.0,4827.7,23.0,16162.0,19310.8,1679.2,8.0,-3148.5,-19.480881079074372,7.0,9.0,20990.0
West,Mobile Phones,Maharashtra,Nokia,Thane,Contact Center,Net Banking,Dec-2012,1.0,9650.0,2219.5,23.0,7431.0,8202.5,1447.5,15.0,-772.0,-10.38891131745391,5.0,14.0,9650.0
West,Mobile Phones,Maharashtra,Samsung,Kolhapur,Catalogue,Credit Card,Jul-2012,1.0,32399.0,8099.75,25.0,24299.0,27863.1,4535.9,14.000123460600635,-3563.9,-14.66685871846578,1.0,4.0,32399.0
West,Mobile Phones,Maharashtra,Samsung,Kolhapur,Contact Center,Credit Card,Jan-2012,1.0,32399.0,10367.68,32.0,22031.0,27863.1,4535.9,14.000123460600635,-5831.8,-26.47088193908583,7.0,7.0,32399.0
West,Mobile Phones,Maharashtra,Samsung,Kolhapur,Website,Net Banking,Jul-2012,1.0,13699.0,3150.77,23.0,10548.0,12192.1,1506.9,11.000072998029054,-1643.9,-15.584945013272659,9.0,12.0,13699.0
West,Mobile Phones,Maharashtra,Samsung,Mumbai,Catalogue,Cash on Delivery,Oct-2012,1.0,13450.0,2824.5,21.0,10626.0,11432.5,2017.5,15.0,-807.0,-7.594579333709768,1.0,6.0,13450.0
West,Mobile Phones,Maharashtra,Samsung,Mumbai,Catalogue,Credit Card,Oct-2012,1.0,13699.0,2876.79,21.0,10822.0,12192.1,1506.9,11.000072998029054,-1369.9,-12.658473479948254,4.0,4.0,13699.0
West,Mobile Phones,Maharashtra,Samsung,Mumbai,Catalogue,Credit Card EMI,Nov-2012,1.0,13699.0,3424.75,25.0,10274.0,12192.1,1506.9,11.000072998029054,-1917.9,-18.667510219972748,10.0,13.0,13699.0
West,Mobile Phones,Maharashtra,Samsung,Mumbai,Catalogue,Debit Card,Feb-2012,1.0,14900.0,1788.0,12.0,13112.0,13261.0,1639.0,11.0,-149.0,-1.1363636363636365,7.0,10.0,14900.0
West,Mobile Phones,Maharashtra,Samsung,Mumbai,Contact Center,Credit Card,Sep-2012,1.0,24550.0,2946.0,12.0,21604.0,21604.0,2946.0,12.0,0.0,0.0,1.0,6.0,24550.0
West,Mobile Phones,Maharashtra,Samsung,Mumbai,Contact Center,Credit Card,Dec-2012,1.0,16799.0,3527.79,21.0,13271.0,15287.1,1511.9,8.999940472647182,-2015.9,-15.190264486474266,9.0,17.0,16799.0
West,Mobile Phones,Maharashtra,Samsung,Mumbai,Contact Center,Gift Coupons,Sep-2012,1.0,14899.0,1787.88,12.0,13111.0,12664.2,2234.9,15.000335592992819,447.0,3.4093509267027686,4.0,10.0,14899.0
West,Mobile Phones,Maharashtra,Samsung,Mumbai,Others,Credit Card EMI,Feb-2012,1.0,13699.0,1643.88,12.0,12055.0,12192.1,1506.9,11.000072998029054,-137.0,-1.1364579012857736,4.0,12.0,13699.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Catalogue,Cash on Delivery,Feb-2012,1.0,12499.0,1499.88,12.0,10999.0,11249.1,1249.9,10.0,-250.0,-2.272933903082098,9.0,9.0,12499.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Catalogue,Cash on Delivery,Sep-2012,1.0,13450.0,3093.5,23.0,10357.0,11567.0,1883.0,14.000000000000002,-1210.5,-11.687747417205754,4.0,14.0,13450.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Catalogue,Credit Card,May-2012,1.0,32399.0,6803.79,21.0,25595.0,27863.1,4535.9,14.000123460600635,-2267.9,-8.860714983395194,1.0,5.0,32399.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Catalogue,Debit Card,Feb-2012,1.0,32399.0,6803.79,21.0,25595.0,27863.1,4535.9,14.000123460600635,-2267.9,-8.860714983395194,4.0,10.0,32399.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Catalogue,Net Banking,Feb-2012,1.0,12455.0,1494.6,12.0,10960.0,11458.6,996.4,8.0,-498.2,-4.545620437956204,1.0,4.0,12455.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Contact Center,Debit Card,May-2012,1.0,9499.0,1139.88,12.0,8359.0,8644.1,854.9,8.999894725760607,-285.0,-3.4094987438688835,9.0,9.0,9499.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Contact Center,Debit Card,Nov-2012,1.0,97197.0,11663.64,12.0,85533.0,83589.4,13607.6,14.000020576766772,1943.9,2.2726900728373844,4.0,13.0,97197.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Contact Center,Net Banking,Oct-2012,1.0,32399.0,6803.79,21.0,25595.0,27863.1,4535.9,14.000123460600635,-2267.9,-8.860714983395194,1.0,4.0,32399.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Website,Credit Card,Feb-2012,1.0,12499.0,1374.89,11.0,11124.0,11249.1,1249.9,10.0,-125.0,-1.1236965120460267,10.0,19.0,12499.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Website,Debit Card,May-2012,1.0,9499.0,1994.79,21.0,7504.0,8834.1,664.9,6.999684177281819,-1329.9,-17.722547974413647,1.0,10.0,9499.0
West,Mobile Phones,Maharashtra,Samsung,Pune,Website,Net Banking,Jul-2012,1.0,13450.0,2824.5,21.0,10626.0,11432.5,2017.5,15.0,-807.0,-7.594579333709768,7.0,7.0,13450.0
West,Mobile Phones,Maharashtra,Sony,Mumbai,Contact Center,Credit Card EMI,Feb-2012,1.0,16450.0,3454.5,21.0,12996.0,15134.0,1316.0,8.0,-2138.5,-16.455063096337337,9.0,13.0,16450.0
West,Mobile Phones,Maharashtra,Sony,Mumbai,Contact Center,Debit Card,Jul-2012,1.0,44690.0,5362.8,12.0,39327.0,40221.0,4469.0,10.0,-893.8,-2.2727388308286924,7.0,10.0,44690.0
West,Mobile Phones,Maharashtra,Sony,Mumbai,Website,Credit Card EMI,Nov-2012,1.0,44690.0,11172.5,25.0,33518.0,40221.0,4469.0,10.0,-6703.5,-19.99970165284325,10.0,20.0,44690.0
West,Mobile Phones,Maharashtra,Sony,Pune,Contact Center,Cash on Delivery,Feb-2012,1.0,32450.0,8112.5,25.0,24338.0,27582.5,4867.5,15.0,-3245.0,-13.333059413263209,10.0,15.0,32450.0
West,Mobile Phones,Maharashtra,Sony,Pune,Contact Center,Gift Coupons,Sep-2012,1.0,18490.0,3882.9,21.0,14607.0,17380.6,1109.4,6.000000000000001,-2773.5,-18.987471760115014,4.0,14.0,18490.0
West,Mobile Phones,Rajasthan,Acer,Jaipur,Contact Center,Credit Card EMI,Sep-2012,1.0,60400.0,15100.0,25.0,45300.0,53756.0,6644.0,11.0,-8456.0,-18.666666666666668,5.0,8.0,60400.0
West,Mobile Phones,Rajasthan,Adcom,Jaipur,Contact Center,Net Banking,Jun-2012,1.0,7499.0,1724.77,23.0,5774.0,6899.1,599.9,7.9997332977730355,-1124.9,-19.48216141323173,4.0,7.0,7499.0
West,Mobile Phones,Rajasthan,Adcom,Jaipur,Website,Cash on Delivery,Dec-2012,1.0,7499.0,1574.79,21.0,5924.0,6899.1,599.9,7.9997332977730355,-974.9,-16.456785955435514,1.0,3.0,7499.0
West,Mobile Phones,Rajasthan,Adcom,Kota,Contact Center,Gift Coupons,Aug-2012,1.0,7499.0,1799.76,24.0,5699.0,6674.1,824.9,11.000133351113481,-974.9,-17.106509914020005,4.0,5.0,7499.0
West,Mobile Phones,Rajasthan,Alcalet,Jaipur,Contact Center,Gift Coupons,Jul-2012,1.0,4299.0,515.88,12.0,3783.0,3869.1,429.9,10.0,-86.0,-2.2733280465239227,4.0,8.0,4299.0
West,Mobile Phones,Rajasthan,Apple,Jaipur,Catalogue,Cash on Delivery,Jan-2012,1.0,42699.0,5123.88,12.0,37575.0,38002.1,4696.9,11.000023419752218,-427.0,-1.136393878908849,1.0,9.0,42699.0
West,Mobile Phones,Rajasthan,Apple,Jaipur,Contact Center,Cash on Delivery,Nov-2012,1.0,42699.0,9820.77,23.0,32878.0,38002.1,4696.9,11.000023419752218,-5123.9,-15.58458543707038,10.0,13.0,42699.0
West,Mobile Phones,Rajasthan,Apple,Jaipur,Contact Center,Credit Card,Nov-2012,1.0,21450.0,5362.5,25.0,16088.0,19305.0,2145.0,10.0,-3217.5,-19.999378418697166,1.0,1.0,21450.0
West,Mobile Phones,Rajasthan,Apple,Jaipur,Website,Gift Coupons,Feb-2012,1.0,42699.0,9820.77,23.0,32878.0,38002.1,4696.9,11.000023419752218,-5123.9,-15.58458543707038,6.0,6.0,42699.0
West,Mobile Phones,Rajasthan,Apple,Jaipur,Website,Gift Coupons,Apr-2012,1.0,22347.0,4692.87,21.0,17654.0,19665.4,2681.6,11.999821005056607,-2011.2,-11.392319021185001,3.0,7.0,22347.0
West,Mobile Phones,Rajasthan,Apple,Udaipur,Contact Center,Cash on Delivery,Sep-2012,1.0,51350.0,12837.5,25.0,38513.0,45188.0,6162.0,12.0,-6675.5,-17.333108301093137,9.0,19.0,51350.0
West,Mobile Phones,Rajasthan,BlackBerry,Jaipur,Catalogue,Credit Card,Aug-2012,1.0,6850.0,1438.5,21.0,5412.0,6165.0,685.0,10.0,-753.5,-13.922764227642276,4.0,5.0,6850.0
West,Mobile Phones,Rajasthan,BlackBerry,Jaipur,Contact Center,Credit Card EMI,Feb-2012,1.0,7999.0,1999.75,25.0,5999.0,7439.1,559.9,6.999624953119139,-1439.8,-24.000666777796297,4.0,9.0,7999.0
West,Mobile Phones,Rajasthan,BlackBerry,Jaipur,Contact Center,Gift Coupons,Apr-2012,1.0,15998.0,3359.58,21.0,12638.0,13758.3,2239.7,13.999874984373045,-1119.9,-8.86137047001108,1.0,2.0,15998.0
West,Mobile Phones,Rajasthan,BlackBerry,Jaipur,Website,Credit Card,Oct-2012,1.0,15350.0,3223.5,21.0,12127.0,13968.5,1381.5,9.0,-1842.0,-15.18924713449328,7.0,10.0,15350.0
West,Mobile Phones,Rajasthan,BlackBerry,Jodhpur,Contact Center,Net Banking,Jan-2012,1.0,13700.0,959.0,7.000000000000001,12741.0,12467.0,1233.0,9.0,274.0,2.1505376344086025,7.0,7.0,13700.0
West,Mobile Phones,Rajasthan,BlackBerry,Udaipur,Catalogue,Net Banking,May-2012,1.0,15500.0,3255.0,21.0,12245.0,13950.0,1550.0,10.0,-1705.0,-13.924050632911392,4.0,13.0,15500.0
West,Mobile Phones,Rajasthan,BlackBerry,Udaipur,Contact Center,Gift Coupons,Dec-2012,1.0,18700.0,5984.0,32.0,12716.0,16082.0,2618.0,14.000000000000002,-3366.0,-26.47058823529412,4.0,8.0,18700.0
West,Mobile Phones,Rajasthan,BlackBerry,Udaipur,Website,Debit Card,Jun-2012,1.0,9350.0,1963.5,21.0,7387.0,8041.0,1309.0,14.000000000000002,-654.5,-8.860159740083931,10.0,11.0,9350.0
West,Mobile Phones,Rajasthan,Byond,Jaipur,Catalogue,Cash on Delivery,Mar-2012,1.0,5650.0,1299.5,23.0,4351.0,5141.5,508.5,9.0,-791.0,-18.179728797977475,7.0,9.0,5650.0
West,Mobile Phones,Rajasthan,Byond,Jaipur,Contact Center,Cash on Delivery,May-2012,1.0,4377.0,919.17,21.0,3458.0,3939.3,437.7,10.0,-481.5,-13.924233661075766,7.0,7.0,4377.0
West,Mobile Phones,Rajasthan,Byond,Jaipur,Others,Debit Card,Apr-2012,1.0,4377.0,1094.25,25.0,3283.0,4114.4,262.6,5.99954306602696,-831.6,-25.330490405117274,4.0,12.0,4377.0
West,Mobile Phones,Rajasthan,Byond,Jodhpur,Catalogue,Cash on Delivery,Jul-2012,1.0,7485.0,1571.85,21.0,5913.0,6886.2,598.8,7.999999999999999,-973.1,-16.45695924234737,4.0,6.0,7485.0
West,Mobile Phones,Rajasthan,Byond,Udaipur,Catalogue,Debit Card,Apr-2012,1.0,8999.0,1619.82,18.0,7379.0,8009.1,989.9,11.000111123458161,-629.9,-8.536387044314948,7.0,16.0,8999.0
West,Mobile Phones,Rajasthan,Byond,Udaipur,Website,Debit Card,Aug-2012,1.0,4377.0,919.17,21.0,3458.0,3939.3,437.7,10.0,-481.5,-13.924233661075766,9.0,11.0,4377.0
West,Mobile Phones,Rajasthan,Coolpad,Jaipur,Contact Center,Credit Card,Apr-2012,1.0,27000.0,3510.0,13.0,23490.0,24300.0,2700.0,10.0,-810.0,-3.4482758620689653,4.0,9.0,27000.0
West,Mobile Phones,Rajasthan,Coolpad,Udaipur,Contact Center,Debit Card,Nov-2012,1.0,15000.0,3450.0,23.0,11550.0,13950.0,1050.0,7.000000000000001,-2400.0,-20.77922077922078,4.0,4.0,15000.0
West,Mobile Phones,Rajasthan,Hcl,Jaipur,Website,Credit Card,Jan-2012,1.0,14999.0,2099.86,14.000000000000002,12899.0,13649.1,1349.9,8.999933328888593,-750.0,-5.814404217381193,9.0,10.0,14999.0
West,Mobile Phones,Rajasthan,Hcl,Jaipur,Website,Net Banking,Feb-2012,1.0,11250.0,2700.0,24.0,8550.0,9675.0,1575.0,14.000000000000002,-1125.0,-13.157894736842104,1.0,7.0,11250.0
West,Mobile Phones,Rajasthan,Hcl,Jaipur,Website,Net Banking,May-2012,1.0,8699.0,2174.75,25.0,6524.0,7394.2,1304.9,15.000574778710199,-869.9,-13.333844267320663,10.0,13.0,8699.0
West,Mobile Phones,Rajasthan,Hcl,Jodhpur,Others,Debit Card,Apr-2012,1.0,7999.0,1919.76,24.0,6079.0,7439.1,559.9,6.999624953119139,-1359.8,-22.368810659647966,4.0,10.0,7999.0
West,Mobile Phones,Rajasthan,HTC,Jaipur,Contact Center,Cash on Delivery,Nov-2012,1.0,24918.0,2990.16,12.0,21928.0,21180.3,3737.7,15.0,747.5,3.4088836191171104,1.0,2.0,24918.0
